character_name,create_date,cube_type,miracle_time_flag,item_equip_part,item_level,target_item,potential_option_grade,additional_potential_option_grade,before_potential_options,before_additional_potential_options,after_potential_options,after_additional_potential_options
리부트반짝,2023-02-20T19:14:59+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '몬스터 처치 시 15% 확률로 95의 HP 회복', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'INT : +12', 'grade': '레어'}]",[],"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 MP : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:57+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': 'LUK : +3%', 'grade': '레어'}, {'value': '최대 HP : +3%', 'grade': '레어'}]",[],"[{'value': '몬스터 처치 시 15% 확률로 95의 HP 회복', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'INT : +12', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:55+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[],"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': 'LUK : +3%', 'grade': '레어'}, {'value': '최대 HP : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:54+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[],"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:52+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': 'DEX : +6%', 'grade': '에픽'}, {'value': 'STR : +12', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[],"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:50+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 HP : +120', 'grade': '레어'}]",[],"[{'value': 'DEX : +6%', 'grade': '에픽'}, {'value': 'STR : +12', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:48+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': 'LUK : +12', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[],"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 HP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:47+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[],"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': 'LUK : +12', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:45+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '몬스터 처치 시 15% 확률로 95의 HP 회복', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[],"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:43+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[],"[{'value': '몬스터 처치 시 15% 확률로 95의 HP 회복', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:42+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'DEX : +3%', 'grade': '레어'}]",[],"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:40+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[],"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'DEX : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:38+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': 'LUK : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[],"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:36+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 HP : +120', 'grade': '레어'}]",[],"[{'value': 'LUK : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:35+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '몬스터 처치 시 15% 확률로 95의 HP 회복', 'grade': '에픽'}, {'value': 'LUK : +3%', 'grade': '레어'}, {'value': 'STR : +3%', 'grade': '레어'}]",[],"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 HP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:33+09:00,수상한 큐브,이벤트 적용되지 않음,장갑,140,펜살리르 메이지글러브,에픽,노멀,"[{'value': '몬스터 처치 시 15% 확률로 95의 HP 회복', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '올스탯 : +5', 'grade': '레어'}]",[],"[{'value': '몬스터 처치 시 15% 확률로 95의 HP 회복', 'grade': '에픽'}, {'value': 'LUK : +3%', 'grade': '레어'}, {'value': 'STR : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:25+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': 'LUK : +6%', 'grade': '에픽'}, {'value': 'LUK : +12', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[],"[{'value': 'INT : +6%', 'grade': '에픽'}, {'value': 'LUK : +3%', 'grade': '레어'}, {'value': '방어력 : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:23+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[],"[{'value': 'LUK : +6%', 'grade': '에픽'}, {'value': 'LUK : +12', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:22+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[],"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:20+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': 'INT : +3%', 'grade': '레어'}, {'value': 'LUK : +12', 'grade': '레어'}]",[],"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'LUK : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:18+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '최대 MP : +3%', 'grade': '레어'}]",[],"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': 'INT : +3%', 'grade': '레어'}, {'value': 'LUK : +12', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:16+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[],"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '최대 MP : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:15+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '방어력 : +3%', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[],"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': 'STR : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:13+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '이동속도 : +8', 'grade': '레어'}, {'value': 'DEX : +12', 'grade': '레어'}]",[],"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '방어력 : +3%', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:11+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': 'DEX : +12', 'grade': '레어'}, {'value': 'INT : +12', 'grade': '레어'}]",[],"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '이동속도 : +8', 'grade': '레어'}, {'value': 'DEX : +12', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:14:09+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '피격 시 20% 확률로 38의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +120', 'grade': '레어'}, {'value': '점프력 : +8', 'grade': '레어'}]",[],"[{'value': '방어력 : +6%', 'grade': '에픽'}, {'value': 'DEX : +12', 'grade': '레어'}, {'value': 'INT : +12', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:51+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[],"[{'value': '피격 시 20% 확률로 38의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +120', 'grade': '레어'}, {'value': '점프력 : +8', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:48+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[],"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '방어력 : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:47+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'STR : +3%', 'grade': '레어'}]",[],"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '최대 HP : +3%', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:45+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': '점프력 : +8', 'grade': '레어'}, {'value': 'DEX : +3%', 'grade': '레어'}]",[],"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'STR : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:43+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': 'LUK : +6%', 'grade': '에픽'}, {'value': '이동속도 : +8', 'grade': '레어'}, {'value': 'LUK : +12', 'grade': '레어'}]",[],"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': '점프력 : +8', 'grade': '레어'}, {'value': 'DEX : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:42+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[],"[{'value': 'LUK : +6%', 'grade': '에픽'}, {'value': '이동속도 : +8', 'grade': '레어'}, {'value': 'LUK : +12', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:40+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': 'DEX : +6%', 'grade': '에픽'}, {'value': 'INT : +12', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[],"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:38+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +120', 'grade': '레어'}, {'value': '올스탯 : +5', 'grade': '레어'}]",[],"[{'value': 'DEX : +6%', 'grade': '에픽'}, {'value': 'INT : +12', 'grade': '레어'}, {'value': 'INT : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:36+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': 'INT : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[],"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +120', 'grade': '레어'}, {'value': '올스탯 : +5', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:13:34+09:00,수상한 큐브,이벤트 적용되지 않음,신발,140,펜살리르 메이지부츠,에픽,노멀,"[{'value': '최대 HP : +6%', 'grade': '에픽'}, {'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 MP : +3%', 'grade': '레어'}]",[],"[{'value': '피격 시 30% 확률로 51의 데미지 무시', 'grade': '에픽'}, {'value': 'INT : +3%', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:12:16+09:00,수상한 큐브,이벤트 적용되지 않음,상의,150,이글아이 던위치로브,에픽,노멀,"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'DEX : +3%', 'grade': '레어'}]",[],"[{'value': 'INT : +6%', 'grade': '에픽'}, {'value': '최대 HP : +120', 'grade': '레어'}, {'value': '최대 MP : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:12:15+09:00,수상한 큐브,이벤트 적용되지 않음,상의,150,이글아이 던위치로브,에픽,노멀,"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +120', 'grade': '레어'}]",[],"[{'value': 'STR : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'DEX : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:12:13+09:00,수상한 큐브,이벤트 적용되지 않음,상의,150,이글아이 던위치로브,에픽,노멀,"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 HP : +3%', 'grade': '레어'}]",[],"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +120', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:12:11+09:00,수상한 큐브,이벤트 적용되지 않음,상의,150,이글아이 던위치로브,에픽,노멀,"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 HP : +3%', 'grade': '레어'}]",[],"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 HP : +3%', 'grade': '레어'}]",[]
리부트반짝,2023-02-20T19:12:09+09:00,수상한 큐브,이벤트 적용되지 않음,상의,150,이글아이 던위치로브,에픽,노멀,"[{'value': '최대 MP : +6%', 'grade': '에픽'}, {'value': 'LUK : +3%', 'grade': '레어'}, {'value': '최대 HP : +120', 'grade': '레어'}]",[],"[{'value': '피격 시 20% 확률로 25의 데미지 무시', 'grade': '에픽'}, {'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 HP : +3%', 'grade': '레어'}]",[]
